feature_id	kind	vendor_evidence	provider	vendor_disable	target_config	target_dt	target_artifact	test_id
config:CONFIG_LEDS_TRIGGER_CAMERA	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LEDS_TRIGGER_CAMERA"]	mainline	["CONFIG_LEDS_TRIGGER_CAMERA=n"]	["CONFIG_LEDS_TRIGGER_CAMERA=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_LEDS_TRIGGER_DEFAULT_ON	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LEDS_TRIGGER_DEFAULT_ON"]	mainline	[]	["CONFIG_LEDS_TRIGGER_DEFAULT_ON=y"]	[]	[]	[]
config:CONFIG_LEDS_TRIGGER_HEARTBEAT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LEDS_TRIGGER_HEARTBEAT"]	mainline	[]	["CONFIG_LEDS_TRIGGER_HEARTBEAT=y"]	[]	[]	[]
config:CONFIG_LEDS_TRIGGER_MTD	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LEDS_TRIGGER_MTD"]	mainline	["CONFIG_LEDS_TRIGGER_MTD=n"]	["CONFIG_LEDS_TRIGGER_MTD=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_LEDS_TRIGGER_NETDEV	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LEDS_TRIGGER_NETDEV"]	mainline	["CONFIG_LEDS_TRIGGER_NETDEV=n"]	["CONFIG_LEDS_TRIGGER_NETDEV=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_LEDS_TRIGGER_ONESHOT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LEDS_TRIGGER_ONESHOT"]	mainline	["CONFIG_LEDS_TRIGGER_ONESHOT=n"]	["CONFIG_LEDS_TRIGGER_ONESHOT=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_LEDS_TRIGGER_PATTERN	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LEDS_TRIGGER_PATTERN"]	mainline	["CONFIG_LEDS_TRIGGER_PATTERN=n"]	["CONFIG_LEDS_TRIGGER_PATTERN=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_LEDS_TRIGGER_TIMER	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LEDS_TRIGGER_TIMER"]	mainline	[]	["CONFIG_LEDS_TRIGGER_TIMER=y"]	[]	[]	[]
config:CONFIG_LEDS_TRIGGER_TRANSIENT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LEDS_TRIGGER_TRANSIENT"]	mainline	["CONFIG_LEDS_TRIGGER_TRANSIENT=n"]	["CONFIG_LEDS_TRIGGER_TRANSIENT=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_LIBCRC32C	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LIBCRC32C"]	mainline	["CONFIG_LIBCRC32C=n"]	["CONFIG_LIBCRC32C=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_LIRC	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LIRC"]	mainline	["CONFIG_LIRC=n"]	["CONFIG_LIRC=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_LOCKD	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LOCKD"]	mainline	[]	["CONFIG_LOCKD=y"]	[]	[]	[]
config:CONFIG_LZ4HC_COMPRESS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LZ4HC_COMPRESS"]	mainline	["CONFIG_LZ4HC_COMPRESS=n"]	["CONFIG_LZ4HC_COMPRESS=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_LZ4_COMPRESS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LZ4_COMPRESS"]	mainline	[]	["CONFIG_LZ4_COMPRESS=y"]	[]	[]	[]
config:CONFIG_LZ4_DECOMPRESS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LZ4_DECOMPRESS"]	mainline	[]	["CONFIG_LZ4_DECOMPRESS=y"]	[]	[]	[]
config:CONFIG_LZO_COMPRESS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LZO_COMPRESS"]	mainline	[]	["CONFIG_LZO_COMPRESS=y"]	[]	[]	[]
config:CONFIG_LZO_DECOMPRESS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_LZO_DECOMPRESS"]	mainline	[]	["CONFIG_LZO_DECOMPRESS=y"]	[]	[]	[]
config:CONFIG_MAXIO_PHY	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MAXIO_PHY"]	mainline	[]	["CONFIG_MAXIO_PHY=m"]	[]	[]	[]
config:CONFIG_MDIO_BUS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MDIO_BUS"]	mainline	["CONFIG_MDIO_BUS=n"]	["CONFIG_MDIO_BUS=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_MDIO_DEVICE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MDIO_DEVICE"]	mainline	["CONFIG_MDIO_DEVICE=n"]	["CONFIG_MDIO_DEVICE=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_MDIO_DEVRES	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MDIO_DEVRES"]	mainline	["CONFIG_MDIO_DEVRES=n"]	["CONFIG_MDIO_DEVRES=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_MEDIA_CEC_RC	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_CEC_RC"]	mainline	["CONFIG_MEDIA_CEC_RC=n"]	["CONFIG_MEDIA_CEC_RC=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_RADIO_SUPPORT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_RADIO_SUPPORT"]	mainline	["CONFIG_MEDIA_RADIO_SUPPORT=n"]	["CONFIG_MEDIA_RADIO_SUPPORT=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_SUPPORT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_SUPPORT"]	mainline	[]	["CONFIG_MEDIA_SUPPORT=m"]	[]	[]	[]
config:CONFIG_MEDIA_TEST_SUPPORT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TEST_SUPPORT"]	mainline	["CONFIG_MEDIA_TEST_SUPPORT=n"]	["CONFIG_MEDIA_TEST_SUPPORT=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER"]	mainline	[]	["CONFIG_MEDIA_TUNER=m"]	[]	[]	[]
config:CONFIG_MEDIA_TUNER_E4000	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_E4000"]	mainline	["CONFIG_MEDIA_TUNER_E4000=n"]	["CONFIG_MEDIA_TUNER_E4000=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_FC0011	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_FC0011"]	mainline	["CONFIG_MEDIA_TUNER_FC0011=n"]	["CONFIG_MEDIA_TUNER_FC0011=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_FC0012	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_FC0012"]	mainline	["CONFIG_MEDIA_TUNER_FC0012=n"]	["CONFIG_MEDIA_TUNER_FC0012=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_FC0013	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_FC0013"]	mainline	["CONFIG_MEDIA_TUNER_FC0013=n"]	["CONFIG_MEDIA_TUNER_FC0013=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_FC2580	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_FC2580"]	mainline	["CONFIG_MEDIA_TUNER_FC2580=n"]	["CONFIG_MEDIA_TUNER_FC2580=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_IT913X	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_IT913X"]	mainline	["CONFIG_MEDIA_TUNER_IT913X=n"]	["CONFIG_MEDIA_TUNER_IT913X=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_M88RS6000T	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_M88RS6000T"]	mainline	["CONFIG_MEDIA_TUNER_M88RS6000T=n"]	["CONFIG_MEDIA_TUNER_M88RS6000T=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_MAX2165	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_MAX2165"]	mainline	["CONFIG_MEDIA_TUNER_MAX2165=n"]	["CONFIG_MEDIA_TUNER_MAX2165=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_MSI001	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_MSI001"]	mainline	["CONFIG_MEDIA_TUNER_MSI001=n"]	["CONFIG_MEDIA_TUNER_MSI001=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_MT2060	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_MT2060"]	mainline	["CONFIG_MEDIA_TUNER_MT2060=n"]	["CONFIG_MEDIA_TUNER_MT2060=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_MT2063	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_MT2063"]	mainline	["CONFIG_MEDIA_TUNER_MT2063=n"]	["CONFIG_MEDIA_TUNER_MT2063=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_MT2131	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_MT2131"]	mainline	["CONFIG_MEDIA_TUNER_MT2131=n"]	["CONFIG_MEDIA_TUNER_MT2131=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_MT2266	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_MT2266"]	mainline	["CONFIG_MEDIA_TUNER_MT2266=n"]	["CONFIG_MEDIA_TUNER_MT2266=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_MXL301RF	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_MXL301RF"]	mainline	["CONFIG_MEDIA_TUNER_MXL301RF=n"]	["CONFIG_MEDIA_TUNER_MXL301RF=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_MXL5005S	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_MXL5005S"]	mainline	["CONFIG_MEDIA_TUNER_MXL5005S=n"]	["CONFIG_MEDIA_TUNER_MXL5005S=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_MXL5007T	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_MXL5007T"]	mainline	["CONFIG_MEDIA_TUNER_MXL5007T=n"]	["CONFIG_MEDIA_TUNER_MXL5007T=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_QM1D1B0004	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_QM1D1B0004"]	mainline	["CONFIG_MEDIA_TUNER_QM1D1B0004=n"]	["CONFIG_MEDIA_TUNER_QM1D1B0004=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_QM1D1C0042	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_QM1D1C0042"]	mainline	["CONFIG_MEDIA_TUNER_QM1D1C0042=n"]	["CONFIG_MEDIA_TUNER_QM1D1C0042=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_QT1010	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_QT1010"]	mainline	["CONFIG_MEDIA_TUNER_QT1010=n"]	["CONFIG_MEDIA_TUNER_QT1010=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_R820T	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_R820T"]	mainline	["CONFIG_MEDIA_TUNER_R820T=n"]	["CONFIG_MEDIA_TUNER_R820T=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_SI2157	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_SI2157"]	mainline	["CONFIG_MEDIA_TUNER_SI2157=n"]	["CONFIG_MEDIA_TUNER_SI2157=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_TDA18212	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_TDA18212"]	mainline	["CONFIG_MEDIA_TUNER_TDA18212=n"]	["CONFIG_MEDIA_TUNER_TDA18212=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_TDA18218	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_TDA18218"]	mainline	["CONFIG_MEDIA_TUNER_TDA18218=n"]	["CONFIG_MEDIA_TUNER_TDA18218=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_TDA18250	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_TDA18250"]	mainline	["CONFIG_MEDIA_TUNER_TDA18250=n"]	["CONFIG_MEDIA_TUNER_TDA18250=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_TEA5761	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_TEA5761"]	mainline	["CONFIG_MEDIA_TUNER_TEA5761=n"]	["CONFIG_MEDIA_TUNER_TEA5761=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_TEA5767	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_TEA5767"]	mainline	["CONFIG_MEDIA_TUNER_TEA5767=n"]	["CONFIG_MEDIA_TUNER_TEA5767=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEDIA_TUNER_TUA9001	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEDIA_TUNER_TUA9001"]	mainline	["CONFIG_MEDIA_TUNER_TUA9001=n"]	["CONFIG_MEDIA_TUNER_TUA9001=n"]	[]	[]	["media-camera.sh"]
config:CONFIG_MEMCG_KMEM	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MEMCG_KMEM"]	mainline	["CONFIG_MEMCG_KMEM=n"]	["CONFIG_MEMCG_KMEM=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_MICROSEMI_PHY	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MICROSEMI_PHY"]	mainline	[]	["CONFIG_MICROSEMI_PHY=y"]	[]	[]	[]
config:CONFIG_MII	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MII"]	mainline	[]	["CONFIG_MII=m"]	[]	[]	[]
config:CONFIG_MODULE_COMPRESS_XZ	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MODULE_COMPRESS_XZ"]	mainline	["CONFIG_MODULE_COMPRESS_XZ=n"]	["CONFIG_MODULE_COMPRESS_XZ=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_MODULE_DECOMPRESS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MODULE_DECOMPRESS"]	mainline	["CONFIG_MODULE_DECOMPRESS=n"]	["CONFIG_MODULE_DECOMPRESS=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_MPTCP	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MPTCP"]	mainline	["CONFIG_MPTCP=n"]	["CONFIG_MPTCP=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_MPTCP_IPV6	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MPTCP_IPV6"]	mainline	["CONFIG_MPTCP_IPV6=n"]	["CONFIG_MPTCP_IPV6=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_MSDOS_FS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MSDOS_FS"]	mainline	["CONFIG_MSDOS_FS=n"]	["CONFIG_MSDOS_FS=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_MTD_OF_PARTS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_MTD_OF_PARTS"]	mainline	[]	["CONFIG_MTD_OF_PARTS=y"]	[]	[]	[]
config:CONFIG_NETCONSOLE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETCONSOLE"]	mainline	["CONFIG_NETCONSOLE=n"]	["CONFIG_NETCONSOLE=n"]	[]	[]	["display-hdmi.sh"]
config:CONFIG_NETFILTER_CONNCOUNT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_CONNCOUNT"]	mainline	["CONFIG_NETFILTER_CONNCOUNT=n"]	["CONFIG_NETFILTER_CONNCOUNT=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_NETLINK	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_NETLINK"]	mainline	["CONFIG_NETFILTER_NETLINK=n"]	["CONFIG_NETFILTER_NETLINK=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_NETLINK_OSF	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_NETLINK_OSF"]	mainline	["CONFIG_NETFILTER_NETLINK_OSF=n"]	["CONFIG_NETFILTER_NETLINK_OSF=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_MATCH_BPF	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_MATCH_BPF"]	mainline	["CONFIG_NETFILTER_XT_MATCH_BPF=n"]	["CONFIG_NETFILTER_XT_MATCH_BPF=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_MATCH_CGROUP	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_MATCH_CGROUP"]	mainline	["CONFIG_NETFILTER_XT_MATCH_CGROUP=n"]	["CONFIG_NETFILTER_XT_MATCH_CGROUP=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_MATCH_COMMENT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_MATCH_COMMENT"]	mainline	["CONFIG_NETFILTER_XT_MATCH_COMMENT=n"]	["CONFIG_NETFILTER_XT_MATCH_COMMENT=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_MATCH_IPCOMP	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_MATCH_IPCOMP"]	mainline	["CONFIG_NETFILTER_XT_MATCH_IPCOMP=n"]	["CONFIG_NETFILTER_XT_MATCH_IPCOMP=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_MATCH_MULTIPORT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_MATCH_MULTIPORT"]	mainline	["CONFIG_NETFILTER_XT_MATCH_MULTIPORT=n"]	["CONFIG_NETFILTER_XT_MATCH_MULTIPORT=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_MATCH_PHYSDEV	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_MATCH_PHYSDEV"]	mainline	["CONFIG_NETFILTER_XT_MATCH_PHYSDEV=n"]	["CONFIG_NETFILTER_XT_MATCH_PHYSDEV=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_NAT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_NAT"]	mainline	["CONFIG_NETFILTER_XT_NAT=n"]	["CONFIG_NETFILTER_XT_NAT=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_TARGET_CHECKSUM	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_TARGET_CHECKSUM"]	mainline	["CONFIG_NETFILTER_XT_TARGET_CHECKSUM=n"]	["CONFIG_NETFILTER_XT_TARGET_CHECKSUM=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_TARGET_CT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_TARGET_CT"]	mainline	["CONFIG_NETFILTER_XT_TARGET_CT=n"]	["CONFIG_NETFILTER_XT_TARGET_CT=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_TARGET_DSCP	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_TARGET_DSCP"]	mainline	["CONFIG_NETFILTER_XT_TARGET_DSCP=n"]	["CONFIG_NETFILTER_XT_TARGET_DSCP=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_TARGET_MASQUERADE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_TARGET_MASQUERADE"]	mainline	["CONFIG_NETFILTER_XT_TARGET_MASQUERADE=n"]	["CONFIG_NETFILTER_XT_TARGET_MASQUERADE=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_TARGET_REDIRECT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_TARGET_REDIRECT"]	mainline	["CONFIG_NETFILTER_XT_TARGET_REDIRECT=n"]	["CONFIG_NETFILTER_XT_TARGET_REDIRECT=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_TARGET_TCPOPTSTRIP	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_TARGET_TCPOPTSTRIP"]	mainline	["CONFIG_NETFILTER_XT_TARGET_TCPOPTSTRIP=n"]	["CONFIG_NETFILTER_XT_TARGET_TCPOPTSTRIP=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_TARGET_TPROXY	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_TARGET_TPROXY"]	mainline	["CONFIG_NETFILTER_XT_TARGET_TPROXY=n"]	["CONFIG_NETFILTER_XT_TARGET_TPROXY=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETFILTER_XT_TARGET_TRACE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETFILTER_XT_TARGET_TRACE"]	mainline	["CONFIG_NETFILTER_XT_TARGET_TRACE=n"]	["CONFIG_NETFILTER_XT_TARGET_TRACE=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NETPOLL	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETPOLL"]	mainline	["CONFIG_NETPOLL=n"]	["CONFIG_NETPOLL=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_NETWORK_SECMARK	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NETWORK_SECMARK"]	mainline	["CONFIG_NETWORK_SECMARK=n"]	["CONFIG_NETWORK_SECMARK=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_NET_CLS_CGROUP	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NET_CLS_CGROUP"]	mainline	["CONFIG_NET_CLS_CGROUP=n"]	["CONFIG_NET_CLS_CGROUP=n"]	[]	[]	["k3s-cilium.sh"]
config:CONFIG_NET_IP_TUNNEL	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NET_IP_TUNNEL"]	mainline	[]	["CONFIG_NET_IP_TUNNEL=m"]	[]	[]	[]
config:CONFIG_NET_L3_MASTER_DEV	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NET_L3_MASTER_DEV"]	mainline	["CONFIG_NET_L3_MASTER_DEV=n"]	["CONFIG_NET_L3_MASTER_DEV=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_NET_POLL_CONTROLLER	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NET_POLL_CONTROLLER"]	mainline	["CONFIG_NET_POLL_CONTROLLER=n"]	["CONFIG_NET_POLL_CONTROLLER=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_NET_REDIRECT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NET_REDIRECT"]	mainline	["CONFIG_NET_REDIRECT=n"]	["CONFIG_NET_REDIRECT=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_NET_TEAM	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NET_TEAM"]	mainline	["CONFIG_NET_TEAM=n"]	["CONFIG_NET_TEAM=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_NET_UDP_TUNNEL	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NET_UDP_TUNNEL"]	mainline	["CONFIG_NET_UDP_TUNNEL=n"]	["CONFIG_NET_UDP_TUNNEL=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_NET_VENDOR_3COM	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_NET_VENDOR_3COM"]	mainline	["CONFIG_NET_VENDOR_3COM=n"]	["CONFIG_NET_VENDOR_3COM=n"]	[]	[]	["board-io-security.sh"]
